source,id,title,company,location,description,url,salary_min,salary_max,date_posted
USAJOBS,JDP-12796563-25-DJ,Criminal Analyst (Investigative Analyst),Department of Homeland Security - Agency Wide,"Charlotte, North Carolina, Charleston, South Carolina","1-year non-reimbursable assignment Homeland Security Investigations (HSI) Criminal Analyst (Investigative Analyst) Series Requested: 1805 or 0132 Security Clearance: Top Secret Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845270500,107733,140055,2025-09-08T00:00:00.0000
USAJOBS,JDP-12796832-25-DJ,Intelligence Research Specialist,Department of Homeland Security - Agency Wide,"Boston, Massachusetts, Baltimore, Maryland, Newark, New Jersey, Albany, New York, Buffalo, New York, New York, New York","1-year non-reimbursable assignment U.S. Customs and Border Protection Intelligence Research Specialist Series Requested: 0132 Security Clearance: Top Secret/SCI Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845309600,91430,161448,2025-09-08T00:00:00.0000
USAJOBS,JDP-12796921-25-DJ,Intelligence Analyst,Department of Homeland Security - Agency Wide,"Scottsdale, Arizona, Tucson, Arizona","1-year non-reimbursable assignment Homeland Security Investigations (HSI) Intelligence Analyst Series Requested: 0132 Security Clearance: TS/SCI Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845321300,90302,143308,2025-09-08T00:00:00.0000
USAJOBS,TX-12788188-AF,AIRCRAFT ORDNANCE SYSTEMS MECHANIC (TITLE 32),Air National Guard Units,"Kelly AFB, Texas","This position is located at the 149th Fighter Wing, Kelly AFB, San Antonio, TX. The primary purpose of this position is to perform on and off equipment maintenance on aircraft egress systems, such as aircraft ejection seats, extraction and escape systems, egress components of jettison canopies, explosive components of escape hatches and doors, and egress trainers. Texas is one of 9 states with NO state income tax.",https://www.usajobs.gov:443/job/845357500,31.42,36.64,2025-11-04T08:31:10.9700
USAJOBS,25FSWB979573,RECREATION ASSISTANT (COOK),Air Education and Training Command,"Altus AFB, Oklahoma",About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the 97 Force Support Squadron Galaxy Bowling Alley. The purpose of this position is to man the customer service desk within the bowling center and assist patrons. This position is a Flexible position (flexible position DO NOT have any benefits) Intermittent (flexible) employees have no guaranteed hours but may be worked 0 to 40 hours a week.,https://www.usajobs.gov:443/job/845418800,16.6,16.6,2025-09-09T00:00:00.0000
USAJOBS,25-12,Intake/Customer Service Clerk,U.S. Courts,"Rochester, New York","The United States District Court for the Western District of New York is seeking an Intake/Customer Service Clerk. Intake/Customer Service Clerks are the ""face"" of the Court to much of the public and attorneys who practice in the Court and help create positive public impressions about the Judiciary.",https://www.usajobs.gov:443/job/845493200,40238,65418,2025-09-09T00:00:00.0000
USAJOBS,2025-CLK-08,Facilities and Procurement Specialist (Temporary- Full-Time 2 Year Term),U.S. Courts,"Miami, Florida","The Facilities and Procurement Specialist performs and coordinates administrative, technical, and professional work-related duties for the procurement of supplies, equipment, and services ensuring that all divisions and judges' chambers function optimally and is responsible for the management and oversight of all space and facilities day-to-day building management issues and projects. Maintains a contracting officer certification and travels to divisional offices as needed.",https://www.usajobs.gov:443/job/845494700,62977,102398,2025-09-09T00:00:00.0000
USAJOBS,IHSC-MAST-SCNS-O5-NS-2025,Senior Clinical Nurse Specialist Medical Asset Support Team (O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Washington, District of Columbia","This position supports nursing staff, advances nursing practices, and contributes to the IHSC Health Care Mission. Their duties include providing direct patient care at various IHSC facilities, offering clinical and administrative nursing support, and collaborating with the IHSC Chief Nurse in the Nursing Services Unit to implement initiatives aimed at enhancing clinical nursing care across IHSC. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/845536300,1,150000,2025-11-05T13:40:49.9300
USAJOBS,req3966,Green & Gold Congressional Aide,House of Representatives,"Tomball, Texas","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/845549800,55000,67000,2025-09-10T13:01:18.8330
USAJOBS,IHSC-MAST-APP-O5-NS-2025,Advanced Practice Provider Medical Asset Support Team (O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Salt Lake City, Utah, Seattle, Washington, Phoenix, Arizona, Los Angeles, California, San Francisco, California, Denver, Colorado, Washington, District of Columbia, Miami, Florida, Atlanta, Georgia, Chicago, Illinois, Indianapolis, Indiana, New Orleans, Louisiana, Boston, Massachusetts, Minneapolis, Minnesota, Kansas City, Missouri, Albuquerque, New Mexico, New York, New York, Oklahoma City, Oklahoma, Portland, Oregon, Austin, Texas","The Physician Assistant (PA) or Nurse Practitioner (NP) for the Medical Asset Support Team (MAST) provides direct patient care individuals in ICE custody, traveling 50% of the time. Duties include clinical care, program oversight, and competency reviews. Requires 4+ years clinical experience, unrestricted license, national certification. This position is only open to USPHS officers who are currently IHSC employees. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/845671500,1,150000,2025-10-22T16:36:52.3130
USAJOBS,74541,"COOK, NA-7404-05",U.S. Marine Corps,"Jacksonville, North Carolina","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/845737100,20.22,20.22,2025-09-11T15:41:14.8970
USAJOBS,JDP-12800682-25-DJ,Program Analyst,Department of Homeland Security - Agency Wide,"Anywhere in the U.S. (remote job), United States","1-year non-reimbursable assignment U.S. Citizenship and Immigration Services (USCIS), Identity and Information Management Division (IIMD) Program Analyst Series Requested: 0343 Security Clearance: None Virtual/Remote: Yes (Camp Springs, MD, or current duty location) Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845755400,105383,195200,2025-09-11T00:00:00.0000
USAJOBS,JDP-12800707-25-DJ,Management and Program Analyst,Department of Homeland Security - Agency Wide,"Anywhere in the U.S. (remote job), United States","1-year non-reimbursable assignment U.S. Citizenship and Immigration Services (USCIS), Identity and Information Management Division (IIMD) Management and Program Analyst Series Requested: 0343 Security Clearance: None Virtual/Remote: Yes (Camp Springs, MD, or current duty location) Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845758100,105383,195200,2025-09-11T00:00:00.0000
USAJOBS,74525,"BRIDGEPORT, CA CUSTODIAL WORKER A03",U.S. Marine Corps,"Bridgeport, California","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/845766800,19.06,22.23,2025-09-11T00:00:00.0000
USAJOBS,FFR25-0716A,Bowling Manager,"Commander, Navy Installations","Atsugi Naval Air Facility, Japan",This position performs a variety of duties in support of the Bowling Center.,https://www.usajobs.gov:443/job/845769800,40692,51126,2025-09-29T00:00:00.0000
USAJOBS,25-04 JPML-CA,Case Administrator I/II,U.S. Courts,"Washington, District of Columbia","Position Overview This position is in the Clerk's Office of the United States Judicial Panel on Multidistrict Litigation (Panel). The incumbent reports to the Operations Supervisor. The incumbent manages the progression of cases from opening to final disposition and is proficient in management and maintenance of official case records. The incumbent performs docketing, monitors the completion of the required procedural steps, and performs all necessary noticing, administrative and clerical tasks.",https://www.usajobs.gov:443/job/845808500,50641,90898,2025-09-16T00:00:00.0000
USAJOBS,JDP-12800977-25-DJ,Business Interface Representative,Department of Homeland Security - Agency Wide,"Anywhere in the U.S. (remote job), United States","1-year non-reimbursable assignment U.S. Citizenship and Immigration Services (USCIS), Identity and Information Management Division (IIMD) Business Interface Representative Series Requested: 0301 Security Clearance: None Virtual/Remote: Yes (Camp Springs, MD, or current duty location) Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/845811300,105383,195200,2025-09-12T00:00:00.0000
USAJOBS,req724,"Stars of Valor Fellow – Southeast Republican Senator – North Charleston, SC #443",Senate,"North Charleston, South Carolina","The Stars of Valor Fellowships Program was established to create employment opportunities for veterans, Gold Star families, and Active-Duty military spouses within the United States Senate. These positions provide fellows with the experience and exposure necessary to build a career in government. Fellows may be assigned to a Senate office in Washington, DC, or State offices across the country. The fellowship is a two-year, paid, full-time employment opportunity. Click here to apply.",https://www.usajobs.gov:443/job/845980100,59770,59770,2025-09-15T00:00:00.0000
USAJOBS,IHSC-BHCM-O5-NS-2025,Behavioral Health Case Manager (O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Washington, District of Columbia","The Behavioral Health Case Manager is a non-supervisory role within. The incumbent coordinates behavioral health services for individuals in ICE custody, including care coordination and monitoring high-risk individuals. Responsibilities include compliance reviews, consultations, and facilitating care transitions. Requires advanced clinical credentials and travel. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/846018400,1,150000,2025-10-21T12:19:41.0370
USAJOBS,req727,"Stars of Valor Fellow - Senator Rosen - Reno, NV #443",Senate,"Reno, Nevada","The Stars of Valor Fellowships Program was established to create employment opportunities for veterans, Gold Star families, and Active-Duty military spouses within the United States Senate. These positions provide fellows with the experience and exposure necessary to build a career in government. Fellows may be assigned to a Senate office in Washington, DC, or State offices across the country. The fellowship is a two-year, paid, full-time employment opportunity. Click here to apply.",https://www.usajobs.gov:443/job/846024300,59770,59770,2025-09-15T16:02:58.7530
USAJOBS,CBSX-12799370-25-QMD,Social Worker (Program Coordinator) - Spinal Cord Injury,Veterans Health Administration,"Prescott, Arizona",The Social Work Program Coordinator serves as program coordinator at the GS-12 grade level and is administratively responsible for the Northern Arizona VA Health Care System (NAVAHCS) Spinal Cord Injury and Disorder program. The program provides a full-range of care for all eligible Veterans who have sustained injury of the spinal cord or have a generally stable neurologic impairment of the spinal cord. *Recruitment/ Relocation Incentives May be Authorized for Highly Qualified Candidates*,https://www.usajobs.gov:443/job/846081600,98418,127949,2025-10-21T00:00:00.0000
USAJOBS,JDP-12802555-25-DJ,International Relations Specialist,Department of Homeland Security - Agency Wide,"Washington, District of Columbia","1-year non-reimbursable assignment DHS CBP Asia Division, Office of International Affairs, Regional Affairs Directorate International Relations Specialist Series Requested: 0130 / 0131 Security Clearance: Secret (No Polygraph) Virtual/Remote: No Only current, full-time federal employees are eligible. Resumes are reviewed every 30 days until selection/closing date. This is a Detail, not a Developmental Rotation. Supervisory approval form must be signed.",https://www.usajobs.gov:443/job/846086600,120579,156755,2025-09-16T00:00:00.0000
USAJOBS,25FSVS,RECREATION ASSISTANT (OPERATIONS AND SPORTS),Air Education and Training Command,"Altus AFB, Oklahoma","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the 97th Force Support Squadron, Fitness Center. Pay will be set based on experience. As a Regular Part-Time, the following benefits are available: - Health Insurance Plan- Flexible Benefits Plan - Life Insurance Plan - 401k Plan - Retirement Plan - Annual and Sick Leave -Holidays and Holiday Pay Days",https://www.usajobs.gov:443/job/846120900,16.6,16.6,2025-09-16T00:00:00.0000
USAJOBS,25-FLMPT-13,Administrative Assistant,U.S. Courts,"Orlando, Florida",The U. S. Pretrial Services Office for the Middle District of Florida is currently accepting applications for the position of Administrative Assistant. This position will be in the Orlando division and will provide administrative support to the pretrial services officers and general office support for the operational functions of the office.,https://www.usajobs.gov:443/job/846121600,39958,64962,2025-09-16T13:57:16.2430
USAJOBS,25-7NFSWC988221,Food Service Worker,"U.S. Air Forces, Europe","Spangdahlem, Germany","About the position: This position is located at Club Eifel, Spangdahlem AB, Germany. Flexible position; may work 0-40 hours per week, days and nights, weekends and holidays. Must be able to frequently lift objects weighing up to 20 pounds. Must be able to continuously stand and walk and frequently stoop, reach, push, pull, and bend for long periods of time. Military Spouse Preference is not lost if selected for this position.",https://www.usajobs.gov:443/job/846174700,16.77,16.77,2025-09-30T09:40:24.0500
USAJOBS,IHSC-AMO-SL-6-S-2025,Asset Management Office Supervisory Lead (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Washington, District of Columbia","The Supervisory Lead oversees IHSC's IT and medical asset management programs. Responsibilities include program operations, policy development, budgeting, acquisition, compliance, quality control, and team leadership. The role requires strong project management and leadership skills to manage multidisciplinary teams and ensure effective asset lifecycle management. This position is only open to current USPHS officers USPHS Call to Active Duty (CAD) candidates are not eligible for this position",https://www.usajobs.gov:443/job/846205500,1,150000,2025-10-01T00:00:00.0000
USAJOBS,DE-12801552-25-LO,Director of Workplace Relations,U.S. Courts,"Saint Louis, Missouri","The Director of Workplace Relations serves as the Eighth Circuit's leading expert on the Judiciary's employment dispute resolution process. The incumbent offers confidential, impartial, and expert guidance on employment rights and workplace conduct. This role is crucial for developing and implementing policies, delivering training, conducting thorough investigations into workplace matters, and advising on fair employment practices and workplace relations best practices.",https://www.usajobs.gov:443/job/846220500,102138,195200,2025-09-17T11:22:20.8130
USAJOBS,req2314,Green & Gold Congressional Aide Program,House of Representatives,"Dover, New Hampshire","This position is limited to Veterans, Gold Star Families, and Active-Duty Spouses desiring to serve as a paid Congressional Aide for two-years in the U.S. House of Representatives Green & Gold Congressional Aide Program. Selected candidates will work directly for a Member of Congress as part of their office staff. Positions are located in Congressional District Offices around the country.",https://www.usajobs.gov:443/job/846313800,54000,66000,2025-09-18T09:03:27.1300
USAJOBS,9T-AFPC-12804107-984576-ATS,EDUCATIONAL TECHNICIAN (CHILD DEVELOPMENT),Pacific Air Forces,"Misawa AFB, Japan","Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information. The primary purpose of this position is to provide appropriate, specialized developmental care and instruction for children in the Child Development Center (CDC).",https://www.usajobs.gov:443/job/846321600,37562,47894,2025-09-18T00:00:00.0000
USAJOBS,6420,MWR Program Analyst,U.S. Coast Guard,"Chesapeake, Virginia","The MWR Program Analyst reports to the Morale, Well-being, and Recreation (MWR) Program Manager at the Community Services Command in Chesapeake, Virginia. Position serves as the Youth Program Manager for the Coast Guard. Additionally, the role provides support in other aspects of MWR program management.",https://www.usajobs.gov:443/job/846326800,50000,73000,2025-09-18T11:37:57.3370
USAJOBS,GA-12804256-AF-25-219,AIR BATTLE MANAGER (INSTRUCTOR) - TITLE 32,Air National Guard Units,"Robins AFB, Georgia","THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This position is for an Air Battle Manager (Instructor), Position Description Number D2350000 located in the 129th CTS. This is a full-time, Excepted Permanent, dual status position which requires Georgia Air National Guard Membership. Area of Consideration: Open to all Active Duty Air Force, Air Force Reserve and Air National Guard.",https://www.usajobs.gov:443/job/846351500,88621,115213,2025-09-30T00:00:00.0000
USAJOBS,GA-12804339-AF-25-220,ASOC INTERFACE AND PROCEDURAL CONTROL INSTRUCTOR - TITLE 32,Air National Guard Units,"Robins AFB, Georgia","THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for a ASOC Interface and Procedural Control Instructor, Position Description Number D2317000 and is part of the 129th CTS, Robins AFB, Georgia. This is a full-time, Excepted Permanent, dual status position which requires Air National Guard Membership. Area of Consideration: Open to all Active Duty Air Force, Air Force Reserve and Air National Guard.",https://www.usajobs.gov:443/job/846365400,73939,96116,2025-09-30T00:00:00.0000
USAJOBS,25-4QFSWC990445,FOOD SERVICE WORKER,Air Force Special Operations Command,"Cannon AFB, New Mexico",About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the Cannon Lanes.,https://www.usajobs.gov:443/job/846369100,16.86,17.7,2025-09-19T00:00:00.0000
USAJOBS,25-FLMPT-16,U.S. Pretrial Services Officer,U.S. Courts,"Jacksonville, Florida, Ocala, Florida, Orlando, Florida, Tampa, Florida",The U.S. Pretrial Services Office for the Middle District of Florida is accepting applications for the position of U.S. Pretrial Services Officer.,https://www.usajobs.gov:443/job/846383900,59133,115213,2025-09-16T00:00:00.0000
USAJOBS,CERD245783736773HW,Deckhand (Shipkeeper),U.S. Army Corps of Engineers,"Jersey City, New Jersey","This is a Direct Hire Authority (DHA) solicitation utilizing the DHA for Certain Personnel of the DoD Workforce to recruit and appoint qualified candidates to positions in the competitive service. About the Position: Provides Operations & Maintenance of the Corps' Civil Works projects. Oversees projects related to water navigation, flood damage, geospatial data, environmental stewardship & coastal management.",https://www.usajobs.gov:443/job/846386500,27.65,32.27,2025-11-05T00:00:00.0000
USAJOBS,req3986,Green & Gold Congressional Aide,House of Representatives,"Fleming Island, Florida","This position is limited to Veterans, Gold Star family members and Active-duty spouses desiring to serve a two-year paid Congressional Fellowship as part of the House of Representatives. Selected Fellows will work directly for a Member of Congress or other House officer as part of an office team.",https://www.usajobs.gov:443/job/846399200,55000,67000,2025-09-19T11:01:45.6900
USAJOBS,CBSV-12803544-25-SRL,Orthotist-Prosthetist,Veterans Health Administration,"Walla Walla, Washington","The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below. This position functions as part of the VISN 20 Prosthetics and Sensory Aids Service primarily in the Orthotic & Prosthetic Clinical Service. The Prosthetics and Sensory Aides Service Line in VISN 20 is unique in that it is a fully integrated system at the VISN level.",https://www.usajobs.gov:443/job/846416200,81164,105509,2025-09-29T00:00:00.0000
USAJOBS,CBSV-12803543-25-SRL,Orthotist-Prosthetist,Veterans Health Administration,"Walla Walla, Washington","The 2-page Resume requirement does not apply to this occupational series. For more information, refer to Required Documents below. This position functions as part of the VISN 20 Prosthetics and Sensory Aids Service primarily in the Orthotic & Prosthetic Clinical Service. The Prosthetics and Sensory Aides Service Line in VISN 20 is unique in that it is a fully integrated system at the VISN level.",https://www.usajobs.gov:443/job/846416300,81164,105509,2025-09-29T00:00:00.0000
USAJOBS,CBSW-12803497-25-HR,Medical Support Assistant (Advanced),Veterans Health Administration,"Reno, Nevada","The position serves as a Medical Support Assistant in Health Administration Service at the VA Sierra Nevada Health Care System, Reno, Nevada. The incumbent performs duties related to the receipt, intake, and indexing of health and administrative information. The incumbent will interface with personal computer (PC) applications as well as numerous Vista applications.",https://www.usajobs.gov:443/job/846450400,57611,74891,2025-11-10T18:53:54.5370
USAJOBS,74640,INFORMATION AND REFERRAL PROGRAM SPECIALIST NF4,U.S. Marine Corps,"Beaufort, South Carolina","Marine Corps Community Services (MCCS) is looking for the best and brightest to join our Team! MCCS is a comprehensive program that supports and enhances the quality of life for Marines, their families, and others in the Marine Corps Community. We offer a team oriented environment comprised of military personnel, civilian employees, contractors and volunteers who keep the organization functioning smoothly and effectively.",https://www.usajobs.gov:443/job/846461800,25.01,31,2025-11-06T09:41:32.7670
USAJOBS,GA-12803301-AF-25-215,AIRPLANE FLIGHT INSTRUCTOR - TITLE 32,Air National Guard Units,"Garden City, Georgia","THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION. This National Guard position is for an Airplane Flight Instructor, Position Description Number D1810P01 and is part of the Georgia Air National Guard located in Garden City, Georgia. This is a full-time, Excepted Temporary Indefinite, dual status position which requires Georgia Air National Guard Membership. Area of Consideration: Open to current on-board members of the Georgia Air National Guard.",https://www.usajobs.gov:443/job/846573900,152805,198650,2025-09-30T00:00:00.0000
USAJOBS,25-5NFSV929653,CUSTODIAL WORKER (HOUSEKEEPING) - LAKEHURST,Air Mobility Command,"Lakehurst, New Jersey","About the position: This position is Non-appropriated Fund (NAF) and will be assigned to the All American Inn, Lakehurst, New Jersey.",https://www.usajobs.gov:443/job/846578100,17.01,17.01,2025-10-10T00:00:00.0000
USAJOBS,IHSC-ACDH-EAZ-O4-NS-2026,Advanced Clinical Dental Hygienist (O-4 Billet) Non-supervisory,Immigration and Customs Enforcement,"Eloy, Arizona","The Advanced Clinical Dental Hygienist at DHS ICE Health Service Corps assists dentists, performs sterilization, infection control, and radiography, and manages clerical tasks. Requires a dental hygiene degree, unrestricted license, clinical experience, and proficiency in dental software. Physical demands include lifting and emergency response. Supervisory oversight provided by the Dental Unit Chief and HSA. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846588000,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-HSA-ENJ-O6-S-2026,Health Services Administrator (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Elizabeth, New Jersey","The Health Services Administrator supervises healthcare operations at large ICE Health Service Corps (IHSC) facilities, ensuring compliance with policies, and accreditation standards. Responsibilities include managing staff, overseeing contracts, monitoring programs, and maintaining high-quality care. The role requires adaptability in a detention setting. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/846588200,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-NM-BNY-O6-S-2026,Clinical Nurse Manager (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Batavia, New York","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/846588300,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-NM-MFL-S-O6-2026,Clinical Nurse Manager (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Miami, Florida","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention & staging facilities. This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/846588400,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-NM-TWA-S-O6-2026,Clinical Nurse Manager (O-6 Billet) Supervisory,Immigration and Customs Enforcement,"Tacoma, Washington","The Clinical Nurse Manager oversees nursing services at ICE facilities, ensuring compliance with laws, regulations, and standards. Responsibilities include supervising staff, managing operations, and conducting training. The role requires advanced nursing expertise, leadership, and adaptability in high-tempo environments, including detention and staging facilities This position is only open to current USPHS officers. USPHS Call to Active Duty (CAD) candidates are not eligible for this position.",https://www.usajobs.gov:443/job/846588500,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-MAST-P-O6-NS-2026,Physician Medical Asset Support Team (O-6 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Washington, District of Columbia","The Physician, Medical Asset Support Team (MAST), provides direct patient care during ICE removal missions and DHS operations, including emergency response and medical oversight in austere environments. The role requires advanced medical expertise, adaptability, readiness for rapid deployment, and collaboration with multiple agencies and stakeholders. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846588600,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-PAPP-BNY-O4O5-NS-2026,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Batavia, New York","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846588900,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-PAPP-EPTX-O4O5-NS-2026,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"El Paso, Texas","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846589000,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-PAPP-JLA-O4O5-NS-2026,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Jena, Louisiana","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates",https://www.usajobs.gov:443/job/846589100,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-PAPP-PTX-O4O5-NS-2026,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Pearsall, Texas","The Psychiatric Advanced Practice Provider delivers psychiatric care to ICE detainees, including evaluations, treatment plans, medication management, and crisis intervention. The role involves collaboration with psychiatrists, clinical directors, and consultants, mentoring peers, and supporting policy development. It requires psychiatric certification, clinical expertise, and adaptability to schedule changes. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846589200,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-RN-FGA-O3-NS-2026,Registered Nurse (O-3 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Folkston, Georgia","The Registered Nurse provides direct care to ICE detainees, including assessments, triage, medication administration, and emergency response. Responsibilities include coordinating care, maintaining documentation, and ensuring compliance with IHSC policies. The role requires clinical expertise, adaptability to changing schedules, and the ability to work in a multidisciplinary team in a detention setting. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846589700,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-RN-WEST-O3-NS-2026,Registered Nurse (O-3 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Los Fresnos, Texas","The Registered Nurse provides direct care to ICE detainees, including assessments, triage, medication administration, and emergency response. Responsibilities include coordinating care, maintaining documentation, and ensuring compliance with IHSC policies. The role requires clinical expertise, adaptability to changing schedules, and the ability to work in a multidisciplinary team in a detention setting. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846589900,1,150000,2025-10-04T00:00:00.0000
USAJOBS,IHSC-RN-TWA-O3-NS-2026,Registered Nurse (O-3 Billet) Non-Supervisory,Immigration and Customs Enforcement,"Tacoma, Washington","The Registered Nurse provides direct care to ICE detainees, including assessments, triage, medication administration, and emergency response. Responsibilities include coordinating care, maintaining documentation, and ensuring compliance with IHSC policies. The role requires clinical expertise, adaptability to changing schedules, and the ability to work in a multidisciplinary team in a detention setting. This position is only open to USPHS officers and Call to Active Duty (CAD) candidates.",https://www.usajobs.gov:443/job/846590100,1,150000,2025-10-04T00:00:00.0000
